ID	CANONICAL_SMILES	Ki_nM
3170	COc1ccc2ccc(cc2c1)S(=O)(=O)N[C@H]3CCN(Cc4cc(ccc4N)C(=N)N)C3=O	278
4106	NC(=N)c1cccc(c1)N2CCCN(C3CCN(Cc4ccccc4)CC3)C2=O	7300
2208	CN[C@H](Cc1c(F)c(F)c(F)c(F)c1F)C(=O)N2CCC[C@H]2C(=O)NC(CCCN=C(N)N)C(=O)c3nc4ccccc4s3	3.8
1247	NC(=N)N1CCC(CNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCC5CCN(CC5)C(=N)N)CC1	146000
2554	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3c[nH]c4nccc4c3	18
378	CC(=O)OCCC1CCN(CC1)C(=O)C(Cc2nc3ccccc3[nH]2)NS(=O)(=O)c4cccc5CC(C)(C)CNc45	452
4248	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ncc(cn3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	14000
1306	NC(=N)Nc1ccc(CNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCc5ccc(NC(=N)N)cc5)cc1	435000
3611	NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(CNC(=O)CN4CCN(CC4)CC(=O)NCc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc3)cc1	2119
1973	CS(=O)(=O)CC[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)c3nc4ccccc4s3	1.5
1462	N\C(=N/O)\N1CCC(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NS(=O)(=O)Cc4ccccc4)CC1	0
1784	NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)CO	0.5
2356	NC(=N)N1CCC(CC1)OCCC2CCCCN2C(=O)[C@H](CC(=O)O)NC3CCCCC3	7.1
4018	CC(=N)N1CCC(CC1)Oc2ccc(cc2C(F)(F)F)N(C\C=C\c3cc(ccc3O)C(=N)N)C(=O)CCC(=O)O	5140
1608	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)C(Cc4ccccc4)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)OCc6ccccc6)C(c7ccccc7)c8ccccc8	0.13
2665	NC(=N)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4OCCc4c3)C2=O)c(F)c1	29.8
2468	CC1=CN=C(NCCc2cccc3ccccc23)C(=O)N1CC(=O)NCCONC(=N)N	12
76	NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N(CC=C)C2CCCC2	21
194	OC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@H](C(=O)N3CCC(CCF)CC3)c4ccccc4	100
3278	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCCCc3cnc(N)s3	450
2772	Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](CN3CCCC3)Cc4ccccc4)C(=O)N5CCC(CCF)CC5)cc1	48
186	NC(=N)NCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc(Oc4ccccc4)nc3	99
2931	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(CN)cc2)NS(=O)(=O)c3ccc(s3)c4ccccn4	107
1249	Nc1ccc2[nH]c(nc2n1)c3cc(CC(=O)O)cc(c3O)c4cccc(c4)[N+](=O)[O-]	150000
3175	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3c(C)nc(N)nc3C	281
2108	Cn1c(CNc2ccc(cc2)C(=N)N)nc3cc(ccc13)[C@@](C)(NCC(=O)O)C(=O)N4CCCC4	2.7
1989	CC1=CN=C(NCCc2ccccn2)C(=O)N1CC(=O)NCc3ccc4[nH]ccc4c3	1.6
2545	CN(C)CCNC(=O)COc1ccc(Cl)cc1CNC(=O)CN2C(=CC(=C(N)C2=O)C(F)(F)F)C	18
3868	NC(=N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1	4000
332	CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3ccc(cc13)N(CC(=O)O)Cc4ccc(F)c(F)c4	330
2115	Cc1ccnc(c1)C(F)(F)CNc2ccc(C#N)c(CC(=O)NCCONC(=N)N)c2F	2.9
376	CCOc1ccc(cc1)c2cccc(c2)S(=O)(=O)NC(Cc3cccc(c3)C(=N)N)C(=O)N4CCC(CCN)CC4	450
3103	CCc1nc2cc(OC3CCN(CC3)C(=N)C)ccc2n1Cc4ccc(cc4)c5cccc(c5)C(=N)N	210
4148	CCOP(=O)(OCC)c1ccc2NC(=O)OC[C@H](C)c3ccc(cc3C)[C@@H](Nc4ccc5c(N)nccc5c4)C(=O)N(C)Cc1c2	10000
4009	CN(C)c1cccc(Oc2nc(Oc3cc(ccc3NS(=O)(=O)C)C(=N)N)c(F)c(C)c2F)c1	5000
236	COCCN(CC1CC1)C(=O)c2cc(Cl)cc(OCCCON=C(N)N)c2	156
1549	ClC1=CN=C2N[C@@H](Cc3ccccc3)CNCCOCCOc4ccc(Cl)cc4CNC(=O)CN1C2=O	0.05
122	CNc1ccc(cc1N)C#CC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(C)C4CCCC4	40
1509	NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](NCC(=O)O)C(c3ccccc3)c4ccccc4)s1	0.02
2307	COc1cccc(c1)S(=O)(=O)NC2=CC=CN(CC(=O)NCc3nc(cs3)C(=N)N)C2=O	5.9
2180	NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC2CCCCC2)C(=O)c3nccs3	3.5
3901	COC[C@H]1ON=C([C@@H]1C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)c4cccc(c4)C(=N)N	4600
2734	NC(=N)c1cccc(c1)n2nc(cc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N)C(F)(F)F	40
4042	NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(NC(=O)CN4CCCN(CC4)CC(=O)NCc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc3)cc1.OC(=O)C(F)(F)F	5870
1603	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(cc2)C(N)NN)NS(=O)(=O)c3ccc4CCCCc4c3	0.12
4079	COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(N)cc4)C(F)(F)F	6300
2919	CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CC(N)C(=O)CCCCCCCNC(=O)c3ccccc3N)C(=O)N4CCC[C@@H]4C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](CC5CCCCC5)C(=O)N[C@@H](CCC(=O)O)C(=O)O	100
2774	Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](COCCO)Cc3ccccc3)C(=O)N4CCC(CCF)CC4)cc1	49
2363	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3cccc(F)c3)C2=O	7.3
672	NC(=N)c1cccc(CN2C[C@H](NS(=O)(=O)c3ccc4ccccc4c3)C2=O)c1	4000
4403	Cl.CS(=O)(=O)c1ccccc1c2ccc(CCNS(=O)(=O)c3cc(ccc3O)C(=N)N)c(OCC(=O)O)c2	57800
384	NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N2CCCCCC2	470
3526	Nc1noc2ccc(cc12)n3nnnc3C(=O)Nc4ccc(cc4)c5ccccc5S(=O)(=O)N	1500
4339	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)n(n1)c4cccc(c4)C(=N)NO	21000
1082	NC(=N)c1ccc(NC(=O)NCC(=O)NCc2cccc(Br)c2)cc1	50000
4062	NC(=N)c1cccc(c1)C2=NOC(C2)(C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N)C(F)(F)F.OC(=O)C(F)(F)F	6100
1208	Nc1ncc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(cc3)N4CCCC(C4)C(=O)O.OC(=O)C(F)(F)F	100000
1142	NC(=O)c1ccc2[nH]c(c(Cc3ccccc3)c2c1)c4cc(CCC(=O)O)cc(Br)c4O	78000
836	Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCCCCN)c1	9900
1579	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H]3CC[C@@H](N)CC3)C(=O)C(=O)NC	0.09
3019	COC(=N)NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	153
2416	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)c3cc(c[nH]3)C(O)c4ccccn4	9.7
1674	CCOC(=O)C(CSc1ccc(Br)cc1)N2C(=O)N3CC=CC(N3C2=O)C(=O)NCc4ccc(N)nc4C	0.27
931	C[C@H](NC(=O)CNC(=O)Nc1ccc(cc1)C(=N)N)c2cccc(Br)c2	15900
4614	NC(=N)c1ccc2oc(cc2c1)C(=O)N3CCN(CC3)C(=O)CC(=O)N4CCN(CC4)C(=O)c5oc6ccc(cc6c5)C(=N)N	82000
1443	NCCCC[C@@H](NC(=O)[C@H](CC(=O)N)NC(=O)CCOCCOCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)P(=O)(Oc3ccccc3)Oc4ccccc4	100000
3919	NC(=N)c1cccc(Oc2nc(Oc3cccc(c3)C(=N)N)c(Cl)cc2Cl)c1	5000
725	[O-][N+](=O)c1cccc(\C=C\S(=O)(=O)Nc2cccc(OCc3cn(Cc4nc5ccccc5s4)nn3)c2)c1	4600
1676	NC(=N)C[C@@H]1CC[C@@H](CC1)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NS(=O)(=O)Cc4ccccc4	0.27
4379	Cc1c(F)c(Oc2cccc(c2)C(=N)N)nc(Oc3cccc(c3)C(=N)N)c1F	22000
781	CC1CNc2c(C1)cccc2S(=O)(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC(CCO)CC4	6700
257	NC(=N)NCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc4ccccc34	190
2434	Cc1nc(ncc1C(=O)N[C@@H](CCCN=C(N)N)B2O[C@@H]3CC4CC(C4(C)C)[C@]3(C)O2)c5ccccc5	10
3412	NC(=N)c1cccc(c1)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ccc(cc4)c5ccccc5S(=O)(=O)N	900
364	CS(=O)(=O)c1ccccc1S(=O)(=O)Oc2cc(CO)cc(OCC3(CON=C(N)N)CC3)c2	403
447	CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3ccc(cc13)N(CC(=O)O)Cc4ccc(F)cc4	750
1090	NC(=N)c1cc2[nH]c(nc2cc1F)c3cccc(OC4CCNC4)c3O	50000
1441	NCCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CCOCCOCCOCCOCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)P(=O)(Oc4ccccc4)Oc5ccccc5	1070
2252	NC(=N)NOCCNC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2cccc3cnccc23)c1F	4.7
559	N[C@@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NC(CCCN=C(N)N)C(=O)CCC(=O)N4CCCCC4.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F	1700
3179	NC(=N)c1cccc(Cn2c(cc3c(O)cccc23)C(=O)NCc4nccc5ccccc45)c1	290
32	Cc1cc(OCCCON=C(N)N)cc(c1)C(=O)N(CCCCCC(=O)N)C2CCCCC2	8
1200	CC(C)(C)OC(=O)c1cccc(NC(=O)CCNS(=O)(=O)c2ccc(cc2)C(=[NH2+])N)c1.[O-]C(=O)C(F)(F)F	100000
1649	CC1=CC(=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C)S(=O)(=O)CC3CCC3	0.2
36	CCCN(Cc1cocc1)C(=O)c2cc(C)cc(OCCCON=C(N)N)c2	9
404	CC1=CC=C(NS(=O)(=O)Cc2cccc(c2)C(F)(F)F)C(=O)N1CC(=O)NCC3CCc4n[nH]cc4C3	562
2959	NC(=N)NNS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	123
4465	Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3scc(Cn4cnnn4)c3Cl)cc1	5000
1080	CCNc1ccc(cc1)C#CC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(C)C4CCCC4	49000
2100	CS(=O)(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCC#Cc4c[nH]cn4	2.6
2178	NC(=N)N1CCC[C@@H](C1)C(=O)NC[C@@H]2CCCN2C(=O)[C@H](CO)NS(=O)(=O)c3ccc4ccccc4c3	3.44
654	CN(C1CCCC1)C(=O)[C@H](CC#Cc2ccc(CN)cc2)NS(=O)(=O)c3ccc4ccccc4c3	3400
3161	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)c3ncccn3	260
3245	C[C@H](N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O)C(=O)N3CCOCC3	367
3438	CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6	980
410	NCCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3	600
2109	Cc1nc(N)ccc1CNC(=O)Cc2c(Cl)ccc(NCC(F)(F)c3ccc(F)c4ccccc34)c2F	2.8
1612	CC1=CC=C(NS(=O)(=O)Cc2ccccc2F)C(=O)N1CC(=O)N[C@H](CCCN=C(N)N)C(=O)O	0.14
1744	OC(Cc1c(Cl)ccc(NCC(F)(F)c2ccccn2)[n+]1[O-])NCc3cccc(Cl)c3	0.42
1589	NC(=N)c1cc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NCC(=O)O)C(c3ccccc3)c4ccccc4)cs1	0.1
1587	NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(=O)(=O)O)C(c3ccccc3)c4ccccc4)cc1.OC(=O)C(F)(F)F	0.1
3681	N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(OCc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2	2808
1983	N[C@@H]1CC[C@@H](CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5ccccc35)CC1	1.5
1666	OCCN1CCCCC1CCNc2nccc3oc(Cc4cc(Cl)ccc4n5cncn5)nc23	0.25
1404	NC(=N)c1ccc(cc1)S(=O)(=O)NCC2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCCC5CCNCC5	1000000
3006	CCC1CCN(CC1)C(=O)[C@H](Cc2ccc(N)cc2)NS(=O)(=O)c3cnccc3N[C@H](COCCO)Cc4ccccc4	147
3353	Cc1cc(C)cc(CNC(=O)c2cc3c(O)cccc3n2Cc4cccc(c4)C(=N)N)c1	620
2210	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3(O)CCCc4cccnc34	3.9
1323	NC(=N)Nc1ccc(NC(=O)c2cc3cc4ccccc4cc3c(I)c2O)cc1	450000
2114	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3ncccc3Cl)C2=O	2.9
1412	NCCCCNC(=O)N1CCN(CC1)C(=O)O[C@@H]2CCC[C@@H](CCC2)OC(=O)N3CCN(CC3)C(=O)NCCCCN	1000000
4509	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN4CCN(C)CC4)c3Cl	1500
3744	NC(=O)CN(CCCc1ccc(cc1)c2ccccc2S(=O)(=O)N)c3cccc(c3)C(=N)N.OC(=O)C(F)(F)F	3500
146	COC(=O)NCCC1CCN(CC1)C(=O)[C@H](Cc2nc3ccccc3s2)NS(=O)(=O)c4cccc5CC(C)(C)CNc45	56
370	Cl.N[C@H](C1CCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3cccc(Cl)c3	430
1310	NC(=N)Nc1ccc(NC(=O)c2cc3cc4ccccc4cc3c(Br)c2O)cc1	450000
1063	NC(=N)NCc1ccc(cc1)C2CCC(=C)OC2=O	37870
460	C\C(=N\NC(=N)N)\c1cc(NC(=O)COc2cc(cc(c2)\C(=N/NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C	860
1127	OC(=O)C1CCN(C(=O)C1)c2ccc(cc2)N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O	69600
2570	C[C@H]1CNc2cc(ccc2C1)S(=O)(=O)N[C@H](CCCNC(=N)N)C(=O)N3CCCCC3C(=O)O	19
4113	C[C@@H]1COC(=O)Nc2cccc(CNC(=O)C(Nc3ccc4c(N)nccc4c3)c5ccc1cc5)c2	7400
2810	CN(CC(=O)N[C@@H](CCCCN)C(=O)C(=O)Nc1ccccc1)C(=O)c2ccccc2Sc3ccccc3C#N	60
3518	NC(=N)c1cccc(c1)N(CCCc2ccc(cc2)c3ccccc3S(=O)(=O)N)CC(=O)O.OC(=O)C(F)(F)F	1400
433	CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3ccc(cc13)N(CC(=O)O)Cc4cccc(F)c4	670
1553	Cc1nc(N)ccc1CNC(=O)C2C=CCN3N2C(=O)N(C(CSc4ccc(Cl)cc4)C(=O)OC5CCCCC5)C3=O	0.057
3907	CNc1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6	4800
1428	NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N2CCC(Cc3ccccc3)CC2	1500000
2327	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3	6.4
4276	Nc1cc(ccc1Cl)C2=NOC(CNS(=O)(=O)c3cccnc3)(C2)C(=O)Nc4ccc(cn4)c5ccccc5S(=O)(=O)N	17000
3311	CC1(C)OB(OC1(C)C)[C@H](CCCN=C(N)N)NC(=O)c2ccccc2	512
1067	Cl.CCC(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N	39000
531	NC(=N)NCCC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3	1400
318	Cl.NC(=N)c1ccc(cc1)[C@H]2C3C(C4CCCN24)C(=O)N(Cc5ccccc5)C3=O	310
1611	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)c3nc4ccc(OC)cc4s3	0.14
1582	FC(F)(CNC1=NC=C(Cl)N(CC(=O)NCc2ccccc2n3cnnn3)C1=O)c4ccccn4	0.096
1511	CS(=O)(=O)N[C@H](CC1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N	0.02
3563	CN1CCC(CC1)Oc2ccc(NC\C=C\c3cc(ccc3O)C(=N)N)cc2C(F)(F)F	1820
2617	NC(=N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)CCCCCCCNC(=O)C1=O	24
4021	CC(C)Oc1cccc(Oc2nc(Oc3cccc(c3)C(=N)N)c(F)c(C)c2F)c1	5300
2591	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3(O)CCc4cnccc34	20
1453	CO[C@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N1[C@H]2C[C@H](O)[C@@H](O)C[C@H]2C[C@H]1C(=O)NCCC3=CC[N+](=C(N)N)C3	5100
2743	Cc1ccc(cc1)S(=O)(=O)NC(=O)N[C@H](Cc2ccccc2)C(=O)Nc3ccc(cc3)S(=O)(=O)N=C(N)N	43
2286	C[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N	5.2
3752	NC(=N)c1cccc(CNC(=O)c2cc3c(O)cccc3n2Cc4cccc(c4)C(=N)N)c1.OC(=O)C(F)(F)F	3600
4253	COc1ccc(cc1)n2nc(cc2C(=O)Cc3ccc(cc3F)N4C=CC=CC4=O)C(=O)N	15000
2653	COC(=O)c1ccccc1S(=O)(=O)Oc2cc(C)cc(OCC3CCN(CC3)C(=N)N)c2	28
3052	Cn1ccnc1c2cccc(Oc3cc(cc(Oc4cc(ccc4O)C(=N)N)n3)C(=O)O)c2	180
4419	Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3scc(Cn4cccn4)c3Cl)cc1	550
3908	NC(=N)c1ccc(Oc2cc(NS(=O)(=O)c3ccc(F)cc3)cc(Oc4ccc(cc4)C(=N)N)c2)cc1	4850
4417	CN(Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cc3)c1Cl)C4CCN(C)CC4	310
3286	CC(=O)N1CCC(CC1)Oc2ccc(NC\C=C\c3cc(ccc3O)C(=N)N)cc2C(F)(F)F	480
585	NC(=N)c1ccc(CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CC3CCCCC3)NCC(=O)O)cc1	2000
3910	COC(=O)Nc1ccc(c(c1)[C@H]2CCCN2C(=O)[C@H](Nc3ccc4c(N)nccc4c3)c5ccc(Cl)c(OC)c5)S(=O)(=O)C(C)C	4900
4227	CCOc1cc(ccc1OC(C)C)[C@@H](Nc2ccc3cnccc3c2)C(=O)NS(=O)(=O)c4ccccc4	13000
3199	NC(=N)NS(=O)(=O)c1ccc(cc1)C(=N)N	300
1361	NC(=N)Nc1ccc(CNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCc5ccc(N)cc5)cc1	1000000
2245	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3	4.6
958	CN(C1CCCC1)C(=O)[C@H](CC#Cc2ccncc2)NS(=O)(=O)c3ccc4ccccc4c3	20000
1646	COc1ccc2cc(ccc2c1)S(=O)(=O)N[C@@H](Cc3ccc(cc3F)C(=N)NN)C(=O)N(C)C4CCCC4	0.2
88	NC(=O)Cc1cc(Br)c(O)c(c1)c2[nH]c3ccc(cc3c2Cc4ccccc4)C(=N)N	25
2042	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3cccc(Cl)c3Cl)C2=O	2
2272	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC[C@@H]3CC[C@@H](N)CC3	5
892	CCOC(=O)C(Oc1ccc2CCN(Cc2c1)C(=N)N)c3ccc(O[C@H]4CCN(C4)C(=N)N)cc3	13000
104	NC(=N)c1ccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N4CCCCCC4)cc1	32
15	COc1ccccc1S(=O)(=O)N(CC(=O)N)c2cc(C)cc(OCCNc3ccncc3)c2	4
3448	COC(=O)Nc1ccc(c(c1)[C@H]2CCCN2C(=O)[C@H](Nc3ccc4C=CNC(=O)c4c3)c5ccc(OC)c(OC)c5)S(=O)(=O)C(C)C	1000
251	N[C@H](Cc1ccccc1)C(=O)N2CCCC2C(=O)NCc3cccc(Cl)c3	180
779	Cc1cc(Br)c(O)c(c1)c2[nH]c3ccc(cc3c2CCCc4ccccc4)C(=N)N	6600
1413	C\C(=N/NC(=N)N)\c1cc(NC(=O)CCCCCNC(=N)N)cc(c1)\C(=N\NC(=N)N)\C	1000000
1159	Nc1[nH]ccc2nc(cc12)c3cccc(c3O)c4cccc(CNC(=O)[C@@H](O)Cc5ccccc5)c4	99000
3321	CN(C)Cc1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(F)c2	540
2950	CN(CC(=O)N[C@@H](CCCCN)C(=O)C(=O)Nc1cccc(N)c1)C(=O)c2ccccc2Sc3ccccc3C#N	120
4204	NC[C@@H]1CC[C@H](CC1)C(=O)N[C@@H](Cc2ccccc2)c3cc(ccn3)c4ccc5c(N)n[nH]c5c4	12610
93	Nc1cc(ccc1O)[C@H](NS(=O)(=O)c2cnccc2N[C@H](CO)Cc3ccccc3)C(=O)N4CCC(CCF)CC4	26
4348	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)n(n1)c4ccc5c(N)[nH]nc5c4	21000
4604	CC(C)c1ccc(CCNS(=O)(=O)c2cccc(c2)C(=N)N)cc1	10000
493	NC(=N)c1ccc2[nH]c(nc2c1)c3cnc[nH]3	1100
3635	CCCc1nc2cc(OC3CCN(CC3)C(=N)C)ccc2n1Cc4ccc5ccc(cc5c4)C(=N)N	2400
281	CCC1CCN(CC1)C(=O)C(Cc2nc3ccccc3s2)NS(=O)(=O)c4cccc5CC(C)(C)CNc45	248
3108	CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)Cn4nc(CNS(=O)(=O)C(F)(F)F)nc4Cc5ccccc5	210
4173	CCOc1cc(ccc1OC(C)C)C(Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c4cccc(O)c4	11000
3503	COc1ccccc1S(=O)(=O)Oc2cc(C)cc(OCCC\C=N\N=C(N)N)c2	1300
3909	Cc1c(F)c(Oc2cccc(NS(=O)(=O)C)c2)nc(Oc3cccc(c3)C(=N)N)c1F	4900
3122	CC(C)CNC1=NC(=C2N([C@@H](CC2(C)C)C(=O)NCc3ccc(cc3)C(=N)N)C1=O)Cl	220
3101	CC(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCC#Cc4c[nH]cn4	208
4201	NC[C@@H]1CC[C@H](CC1)C(=O)N[C@@H](Cc2ccccc2)c3nc(c(Cl)[nH]3)c4ccc5c(N)n[nH]c5c4	12610
3301	NC(=N)c1ccc(\C=C\2/CCCC\C(=C/c3ccc(cc3)C(=O)N)\C2=O)cc1	500
4001	NC(=N)c1ccc2ccc(CN(CCC[n+]3cc[nH]c3)C(=O)c4cccc5ccccc45)cc2c1	5000
4578	COc1ccsc1C(=O)Nc2ccc(C)cc2C(=O)Nc3ccc(Cl)cc3	5000
4184	Clc1c[nH]c2cc(ccc12)C(=O)N[C@@H]3CCCC[C@@H]3NC(=O)c4ccc(cc4)N5C=CC=CC5=O	12000
3596	CCCNC1=CN=C2N([C@@H](C[C@@]2(C)CC)C(=O)NCc3ccc(cc3)C(=N)N)C1=O	2100
4260	COc1ccc(cc1)n2nc(cc2C(=O)Cc3ccc(cc3F)N4C=CC=CC4=O)C(F)(F)F	15000
