ID	CANONICAL_SMILES	Ki_nM
3200	NC(=N)c1cccc(c1)n2nnnc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	300
1150	Cc1ccc(cc1)S(=O)(=O)Nc2cccc(OCCN(C(=O)OC(C)(C)C)c3ccncc3)c2	90000
1444	Cl.CC(=N)N1CC[C@@H](C1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)C(=N)N)C(=O)O	100000
4546	COc1cccc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c3sc4ccccc4c3Cl	5000
2479	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)c3cc(c[nH]3)C(O)c4cccnc4	13
604	NCCC(=O)Nc1cccc(c1)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCCC[C@@H]3C(=O)O	2300
3324	CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3conc3c4cccc(c4)C(=N)N)cc2	540
2511	CC1=CN=C(NCC(F)(F)c2ccccn2)C(=O)N1CC(=O)NCc3ccccn3	15
1288	NC(=N)Nc1ccc(NC(=O)c2cc3cc4ccccc4cc3c(I)c2O)cn1	310000
1155	Clc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)CCc3ccccc3)c1	94300
623	NC(=N)NCCC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)Cc3ccc4ccccc4c3	2600
1949	CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCCONC(=N)N	1.3
1173	CC(=O)O.NC(=N)c1ccc(cc1)C(=O)NC[C@@H]2CN(C(=O)O2)c3ccc(cc3)N4CCC(CC4)C(=O)O	100000
687	CNc1ccc2ccc(cc2c1)S(=O)(=O)N[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O	4000
2481	COc1ccc(cc1OC)S(=O)(=O)N[C@H]2CCCCN(CC(=O)Cc3ccc(cc3)C(=N)N)C2=O	13.3
325	NC(=N)c1ccc2[nH]c(cc2c1)c3cccc(Oc4ccccc4)c3O	320
942	NC(=N)c1ccc2[nH]c(nc2c1)c3c(O)cccc3O	17000
1927	CC(CNC1=NC=C(C)N(CC(=O)NCc2ccc(N)nc2C)C1=O)c3ccccc3	1.1
451	CC1(C)CNc2c(C1)cccc2S(=O)(=O)NC(Cc3nc(CN)cs3)C(=O)N4CCC(CCO)CC4	760
278	CC(C)Oc1ccc(cc1)c2cccc(c2)S(=O)(=O)NC(Cc3cccc(c3)C(=N)N)C(=O)N4CCC(CCN)CC4	240
3953	CC(=N)N1CCC(CC1)N(CCCC(=O)O)c2ccc3c(c2)nc(C)n3Cc4ccc5ccc(cc5c4)C(=N)N	5000
1824	FC(F)(CNC1=NC=C(Cl)N(CC(=O)NCc2ncccc2n3cncn3)C1=O)c4ccccn4	0.66
207	Cc1cc(OCC(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(=O)(=O)C)c1	114
983	CC(C)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4	25000
2152	C[C@H]1N=C(N)NC[C@H]1CNC(=O)CN2C(=CN=C(NCCc3ccccc3)C2=O)C	3.2
1503	COC(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(nc4)C(=N)N	0.017
625	Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(=O)(=O)C)c1	2620
1315	CC(C)Oc1c(O)c(cc2cc3ccccc3cc12)C(=O)Nc4ccc(NC(=N)N)cc4	450000
3584	NCCCC[C@H](NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)CN12)C(=O)C(=O)NCc4ccccc4	2000
669	COc1ccc2ccc(cc2c1)S(=O)(=O)NC3CCN(Cc4ccc5nc(N)ccc5c4)C3=O	4000
850	NC(=N)c1ccc(CNC(=O)CNC(=O)[C@@H](CO)NS(=O)(=O)CC2CCCCC2)cc1	10000
33	CCCc1ccc(cc1)S(=O)(=O)N[C@@H](CC#Cc2ccc(NC)cc2)C(=O)N(C)C3CCCC3	8
3205	COc1cc(ccc1O)[C@@H]2Nc3ccc(cc3[C@@H]4[C@H]2Cc5ccccc45)C(=N)N	300
938	CC(NC(=O)CNC(=O)Nc1ccc(cc1)C(=N)N)c2ccc3OCC(=O)Nc3c2	16400
3966	CN(C)C(=N)c1ccc(\C=C\2/CCCC\C(=C/c3ccc(cc3)C(=N)N(C)C)\C2=O)cc1	5000
3668	NC(=N)c1ccc2c(c1)ncn2CC(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N	2700
3918	NC(=N)c1cccc(Oc2ccc(C(=O)N)c(Oc3cccc(c3)C(=N)N)n2)c1	5000
3789	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	3900
3582	CN(C(=O)c1cc(C)nn1c2cccc(c2)C(=N)N)c3ccc(cc3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	2000
4221	CN1CCN(CC1)C(=O)Nc2ccc(C[C@H](NC(=O)\C=C\c3cc(Cl)ccc3n4cnnn4)C(=O)Nc5ccc(cc5)C(=O)O)cc2	13000
1144	NC(=N)c1ccc2[nH]c(nc2c1)c3ccc4ccccc4c3O	80000
3239	NC(=N)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	360
1563	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)C(=O)N12)C(=O)C(=O)NCCc4ccccc4	0.071
3675	CCOc1cc(ccc1OC(C)C)C(Nc2ccc3c(N)nccc3c2)C(=O)NCc4ccccc4S(=O)(=O)CC	2800
631	Clc1ccc(cc1)C(=O)Nc2nc(CC(=O)N3CCN(CC(=O)N4CCCC4)CC3)cs2	2800
4136	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ncc(cn3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	8900
2811	CC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC2CCCCC2	60
2126	N[C@@H](Cc1ccc(F)cc1)C(=O)N2C[C@@H]3CC[C@H](N3C(=O)C2)C(=O)NC(CCCN=C(N)N)C(=O)c4nccs4	3
713	NC(=N)c1ccc(Oc2ccc(NS(=O)(=O)c3ccc(F)cc3)c(Oc4ccc(cc4)C(=N)N)n2)cc1	4100
3219	COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6)C(F)(F)F	330
664	Cc1cccc(c1)S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCN(CC2)C(=O)CCCCCCCCCCCN	3700
999	Fc1cc(ccc1NC(=O)[C@H]2CN(C[C@@H]2C(=O)Nc3ccc(Cl)cc3)C(=O)N4CCCC4)N5C=CC=CC5=O	25000
982	CCCS(=O)(=O)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cc4	25000
3878	NC(=N)c1cccc(CNC(=O)c2c(Cl)c3ccccc3n2Cc4cccc(c4)C(=N)N)c1	4240
776	Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCCCN)c1	6500
4568	Cc1ccc(NC(=O)c2sc3ccccc3c2O)c(c1)C(=O)Nc4ccc(Cl)cc4	5000
2980	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)C(CCCBr)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc5ccccc5)NC(=O)OCc6ccccc6	130
3827	Clc1ccc(\C=C\S(=O)(=O)N2CCN(Cc3cc4c[nH]ccc4n3)C(=O)C2)s1	4000
2379	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3[nH]cnc3C	8
1484	NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)C(c4ccccc4)c5ccccc5)cc1.OC(=O)C(F)(F)F	0.005
1751	Cl.CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)c5cccc(Cc6cccc(F)c6)c5	0.43
2028	CC1=CC(N2N(C1)C(=O)C(Cc3ccccc3)(Cc4ccccc4)C2=O)C(=O)NC(CCCCN)C(=O)C(=O)NCCc5ccc(cc5)C(=O)N	1.89
1004	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NC3CCc4nn(C)cc4C3	25000
16	Cc1cc(OCC2CCN(CC2)C(=N)N)cc(OS(=O)(=O)c3ccccc3Cl)c1	4.6
1758	COc1ccc(CCNC(=O)C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCN3CC[C@@](N)(Cc4ccccc4)CN23)cc1	0.45
2130	CC1=CN=C(NCCc2ccccn2)C(=O)N1CC(=O)NCc3cccc(Cl)c3	3
3483	Nc1cc(ccc1Cl)n2nnnc2C(=O)Nc3ccc(cc3F)C(=O)N4CCCC4	1200
3136	CCCCc1nc2ccc(OC3CCN(CC3)C(=N)C)cc2n1Cc4ccc5ccc(cc5c4)C(=N)N	230
1365	CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2CCN(CC2)C(=N)N)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC1=O)C(=O)O	1000000
4412	NCc1ccc(Cl)cc1CNC(=O)CNC(=O)C(CCc2cccc[n+]2[O-])NC(=O)CC(=O)O	140000
2625	CN(C)C[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N4CCC(CCF)CC4	24
633	NCCCN1CCC(CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)nc(Oc4ccc(cc4)C(=N)N)c2	2900
4166	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(nc3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	10800
3428	NC(=N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4nc(Cl)ccc4s3)C2=O)c1	920
1633	CN[C@H](CC1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NC(CCCN=C(N)N)C(=O)c3nc4ccccc4s3	0.18
1707	NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)CCc3cccc4ccccc34)C(=O)c5nccs5	0.35
2938	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4cccc(c4)c5ccccc5	110
253	CC[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N	180
4055	FC(F)(F)c1nn(c2cccc(c2)C3=NNC(=O)N3)c4C(=O)N(CCc14)c5ccc(cc5)c6ccccc6CN7CCCC7	6000
710	NC(=N)c1cccc(CN2CCCC[C@H](NS(=O)(=O)c3ccc4ccccc4c3)C2=O)c1	4000
2223	Oc1ccc2c(Cc3ccc(CN4CCCC4)cc3)c(sc2c1)c5ccc(OCCN6CCCC6)cc5	4.1
1465	CC(=O)NCC(=O)NC(CCCN=C(N)N)B(O)O	0
2264	CC(C)[C@@H]1[C@H]2C3CCCN3[C@H]([C@H]2C(=O)N1Cc4ccc(F)cc4)c5ccc(cc5)C(=N)N	5
2045	NC(=N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C3CCCCC3)cc1	2
2667	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3(N)CCc4cccnc34	30
2378	COc1ccc(C)cc1CNC(=O)CN2C(=CN=C(NCCc3ccccn3)C2=O)C	8
1349	NCc1ccc(CNC(=O)CC(=O)NCc2ccc(CNC(=O)CC(=O)NCc3ccc(CN)cc3)cc2)cc1	1000000
2753	CC1=CN=C(NCCc2ccc3CCCc3c2)C(=O)N1CC(=O)NCCONC(=N)N	44
1523	N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(cc4)C(=N)N.OC(=O)C(F)(F)F	0.036
3713	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cc3C)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	3100
3096	NC(=N)NNS(=O)(=O)c1ccc(Br)cc1	203
1988	CC1=CC(N2N(C1)C(=O)C(N)(Cc3ccccc3)C2=O)C(=O)NC(CCCCN)C(=O)C(=O)NCc4ccc(cc4)C(=O)N	1.58
2385	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)c3nc4ccccc4n3C	8.1
1314	NC(=N)Nc1ccc(NC(=O)c2cc(Br)ccc2O)cc1	450000
3372	CC1(C)C[C@@]1(O)C(=O)N2CCC[C@H]2C(=NCc3cc(Cl)ccc3CN)O	720
3458	COC(=O)Cc1ccc(CS(=O)(=O)NC(CCc2cccc[n+]2[O-])C(=O)NCC(=O)NCc3cc(Cl)ccc3CN)cc1	1005
3490	COC(=O)CC(CCc1ccc(cc1)C(=N)N)c2cccc(c2)C(=N)N	1200
4091	COC(=O)C(=O)NC(CCc1cccc[n+]1[O-])C(=O)NCC(=O)NCc2cc(Cl)ccc2CN	6500
4105	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)c4nc5ccccc5s4	7100
1329	C(Oc1ccc(C[n+]2ccccc2)cc1)c3ccccc3	500000
4474	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C4=NCCO4)C(C)(C)C)c3Cl	1700
427	CC1=CC=C(NS(=O)(=O)Cc2cccc(c2)C(F)(F)F)C(=O)N1CC(=O)NC3CCc4nc(N)sc4C3	652
303	CCS(=O)(=O)c1occ(c1)c2cc(cc3ccc(cc23)C(=N)N)C(=O)Nc4ccccc4	290
4306	COc1ccc(cc1)n2nc(C)cc2C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N	21000
974	NC(=N)c1ccc(NC(=O)c2cc3cc4ccccc4cc3cc2O)cc1	23000
3720	COC(=O)[C@H](Cc1cccc(c1)C(=N)N)[C@@H](C)NC(=O)c2ccc(cc2)c3ccccc3	3250
3605	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cc3)c4ccccc4C(=O)OC.OC(=O)C(F)(F)F	2100
1940	NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)CCCc3ccccc3)C(=O)c4nccs4	1.2
3124	CC(C)(C)NC1=NC(=C2N([C@@H](CC2(C)C)C(=O)NCc3ccc(cc3)C(=N)N)C1=O)Cl	220
2783	CN(CC(=O)N[C@@H](CCCCN)C(=O)C(=O)Nc1ccc(Oc2cccnc2)cc1)C(=O)c3ccccc3Sc4ccccc4C#N	50
3244	C[C@H](N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O)C(=O)N3CCOCC3	367
4480	Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(c1)C(=O)Nc4ccccc4Cl	5000
561	COc1cc(C(Nc2ccc(cc2)C(=N)N)C(=O)NCc3ccccc3)c(cc1OCc4ccccc4)S(=O)(=O)c5ccccc5	1700
659	NC(=N)c1ccc2[nH]c(cc2c1)c3cccc(n3)C4(F)CCCCC4	3600
3223	CC1=CC(=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C)C(F)(F)F	340
58	Cc1cc(OCCCCN=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1	13
1620	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC(CCCN=C(N)N)C(=O)c3nc4ccc(F)cc4s3	0.15
3164	COC(=N)NS(=O)(=O)c1ccc(Cl)cc1	266
359	CCOC(=O)CN(Cc1ccccc1)c2ccc3N(C)CC(C)(COc4ccc(cc4)C(=N)N)Oc3c2	380
317	CCOC(=O)CN(Cc1ccc(F)cc1)c2ccc3N(C)CC(C)(COc4ccc(cc4)C(=N)N)Oc3c2	310
2486	Cc1cc(OCC2CCN(CC2)C(=N)N)cc(OS(=O)(=O)c3ccccc3C(F)(F)F)c1	14
1477	NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(=O)(=O)N)C(c3ccccc3)c4ccccc4)cc1	0.003
4163	C[C@H]1COC(=O)Nc2ccc(OC(F)(F)F)c(CN(C)C(=O)[C@H](Nc3ccc4c(N)nccc4c3)c5ccc1c(C)c5)c2	10000
4121	CCOc1cc(ccc1OC(C)C)C(Nc2ccc3c(N)nccc3c2)C(=O)NCc4cccc(N)c4	7900
2222	CC(=O)N(C1CCCCC1)c2cc(C)cc(c2)C(=O)NCc3cc(Cl)ccc3n4cnnn4	4.1
4285	CN(C)Cc1ccccc1c2ccc3N(CCc3c2)C(=O)c4cc(nn4c5ccc6onc(N)c6c5)C(F)(F)F	19200
1027	Cc1cccc(OCCNc2ccncc2)c1	30000
1727	Clc1ccc2OCC(=O)NCC(=O)N[C@H](C3CCCCC3)C(=O)N4CCC[C@H]4C(=O)NCc2c1	0.4
1166	CCOC(=O)C1(C)CCCN(C1=O)c2ccc(cc2)N3C[C@H](CNC(=O)c4cnc(N)s4)OC3=O.OC(=O)C(F)(F)F	100000
4054	Cc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B3O[C@@H]4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)n1	6000
2326	Cc1ccccc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3cccc[n+]3[O-])C2=O)Cl	6.3
1729	NCc1ccccc1CNC(=O)Cc2c(Cl)ccc(NCC(F)(F)c3ccccn3)[n+]2[O-]	0.4
3060	NC(=N)c1ccc(CNC(=O)[C@@H]2CCCCNC(=O)c3cccc(c3)C(=O)NCCCC[C@@H](NS(=O)(=O)Cc4ccccc4)C(=O)N2)cc1	187
4378	Cc1c(F)c(Oc2cccc(c2)C(=N)N)nc(Oc3cccc(c3)C(=N)N)c1F	22000
849	CCN1CCC(CC1)NC(=O)c2cc3ccccc3n2Cc4cc(on4)c5ccc(Cl)s5	10000
1097	CCC[C@H](NC(=O)[C@@H]1C2CCCC2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c3cnccn3)[C@@H](C)OC)C(C)(C)C)C(=O)C(=O)NC4CC4	50000
2270	CC(C)(C)[C@@H](O)C(=O)N1CC[C@H]1C(=O)NCc2cc(Cl)ccc2CN	5
1736	Clc1ccc2OCC(=O)NCCC(=O)N[C@H](C3CCCCC3)C(=O)N4CCC[C@H]4C(=O)NCc2c1	0.4
3793	Cl.CN(C)c1cccc2c(cccc12)S(=O)(=O)NC(CCCNC3=NCCN3)C(=O)N4CCCCC4	3950
1932	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4ccc(cc4F)c5ccccc5	1.2
2260	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4ccc(c5ccccc5)c(c4)[N+](=O)[O-]	4.9
3106	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@H](CCCCN)C(=O)c3nc4ccccc4s3	210
2951	CN(C)c1cccc2c(cccc12)S(=O)(=O)N=C(N)N	120
668	CCOC(=O)CN(C(=O)c1ccc2N(C)C(=O)C(OCc3ccc(cc3)C(=N)N)Oc2c1)c4ccccc4	3980
310	CCOC(=O)C(=O)N(Cc1cccc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2	300
315	Cc1nccc(n1)c2cccc(c2)S(=O)(=O)N[C@@H](Cc3cccc(c3)C(=N)N)C(=O)N4CCC(CCN)CC4	310
2393	Cc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B3O[C@@H]4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)n1	8.6
381	Cc1cc(Cl)c(O)c(c1)c2cc3cc(ccc3[nH]2)C(=N)N	460
2773	Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](COCCO)Cc3ccccc3)C(=O)N4CCC(CCF)CC4)cc1	49
3586	CCc1nc2cc(OC3CCN(CC3)C(=N)C)ccc2n1Cc4ccc5ccc(cc5c4)C(=N)N	2000
3405	NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(NC(=O)CN4CCN(CC4)CC(=O)NCc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc3)cc1.OC(=O)C(F)(F)F	884
1077	CC1CNc2c(C1)cccc2S(=O)(=O)N[C@@H](CCc3ccccc3)C(=O)N4CCC(CCO)CC4	47300
1454	NC(=N)NCCC[C@@H](NCC(=O)NC(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1)C(=O)c2nccs2	0
4399	NC(=N)c1ccc(\C=C/2\CC(C\C(=C\c3ccc(cc3)C(=N)N)\C2=O)C(=O)O)cc1	50000
3456	Cc1cc(ccc1NC(=O)Cc2c[nH]c3ccc(cc23)C(=N)N)c4ccccc4S(=O)(=O)N	1000
170	CC1(C)CNc2c(C1)cccc2S(=O)(=O)N[C@@H](Cc3nc4ccccc4s3)C(=O)N5CCC(CCO)CC5	79
1492	NCc1ccccc1CNC(O)Cc2c(ccc(NCC(F)(F)c3ccccn3)[n+]2[O-])C#N	0.01
508	NC(=N)c1ccccc1	1240
4395	CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1	43700
838	Fc1cc(F)cc(c1)c2cc(on2)N(CCCN3CCCCCC3)Cc4ccc5OCOc5c4	10000
1716	NC(=N)c1ccc(OCC[C@@H]2CCCCN2C(=O)[C@@H](CC3CCCCC3)NCC(=O)O)cc1	0.37
305	CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCC(CCN=C(N)N)CC3	300
4529	Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3scc(Cn4cncn4)c3Cl)cc1	2400
2066	CN([C@@H](CC(=O)O)C(=O)N1CCCC[C@H]1CCOC2CCN(CC2)C(=N)N)C3CCCCC3	2.17
397	NC(=N)c1ccc(CNC(=O)[C@H](Cc2ccc(N)cc2)NC(=O)[C@@H](CC3CCCCC3)NCC(=O)O)cc1	500
772	NC(=N)c1ccc2scc(C(Cc3cccc4ccccc34)C(=O)Nc5ccc(cc5)n6cnc7ccccc67)c2c1.OC(=O)C(F)(F)F	6300
4589	CC[C@@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](C)NCC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](N)CC4CCCCC4)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@@H](CC7CCCCC7)C(=O)N[C@@H](CC(=O)O)C(=O)O	0.0015
3454	COc1ccc2ccc(cc2c1)S(=O)(=O)N[C@@H](CCCCN)C(=O)N3CCC(C)CC3	1000
3581	CCCCc1nc2cc(OC3CCN(CC3)C(=N)C)ccc2n1Cc4ccc5ccc(cc5c4)C(=N)N	2000
3844	NC(=N)c1cccc(CNc2ccc3ccn(c4cccc(c4)C(=N)N)c3c2)c1	4000
4084	COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(NC(=O)C)cc4)C(F)(F)F	6300
1244	NC(=N)Nc1ccc(CNC(=O)N2CCN(CC2)C(=O)OC[C@H]3C4CCC(C=C4)[C@@H]3COC(=O)N5CCN(CC5)C(=O)NCc6ccc(NC(=N)N)cc6)cc1	138000
3876	NC(=N)c1ccc(CNC(=O)c2cc3c(O)cccc3n2Cc4cccc(c4)C(=N)N)cc1	4200
1663	Cl.CC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)B(O)O	0.24
1627	Cl.CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)c5cccc(Cc6cccc(c6)C(F)(F)F)c5	0.16
1849	CC(C)[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3CN	0.798
2627	CC(=O)N1CCN(C[C@H](Cc2ccccc2)Nc3ccncc3S(=O)(=O)N[C@@H](Cc4ccc(N)cc4)C(=O)N5CCC(CCF)CC5)CC1	24
1461	CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)NCC(=O)NC(CCCN=C(N)N)B(O)O	0
3097	NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CC(c2ccccc2)c3ccccc3)C(=O)c4nccs4	204
3062	COC(=N)NS(=O)(=O)c1ccc(cc1)[N+](=O)[O-]	189
1169	CCOC(=O)C1CCN(CC1)c2ccc(cc2)N3C[C@H](CNC(=O)c4cnc(N)s4)OC3=O.OC(=O)C(F)(F)F	100000
1207	CCOC(=O)C1CCN(CC1)c2ccc(cc2)N3C[C@@H](CNC(=O)c4cnc(N)s4)OC3=O.OC(=O)C(F)(F)F	100000
511	Cl.CCC(C)CC(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N	1280
423	CN(CCOc1cccc(c1)N(C)S(=O)(=O)c2ccccc2)c3ccncc3	631
3162	COC(=O)COc1ccc(cc1CN2CC[C@H](NS(=O)(=O)c3ccc4ccc(OC)cc4c3)C2=O)C(=N)N	263
1661	CC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)B(O)O	0.24
149	Cl.NC(=N)c1ccc(cc1)[C@H]2C3C(C4CCCN24)C(=O)N(Cc5ccc(F)cc5)C3=O	57
702	NC(=N)c1cccc(CN2C[C@H](CC2=O)NS(=O)(=O)c3ccc4ccccc4c3)c1	4000
4330	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)n(n1)c4cccc(c4)S(=O)(=O)N	21000
2635	FC(F)(CNc1cccc2oc(Cc3cccc(Cl)c3)nc12)c4ccccn4	25
3368	CC1=CC=C(NC(=O)c2ccccc2)C(=O)N1CC(=O)NCC3CCN(CC3)C(=N)N	690
1129	Cn1c(nc2ccc(cc12)C(=N)N)c3cccc(c3O)c4ccccc4	70000
3300	NC(=N)c1cccc(c1)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ccc(cc4F)c5ccccc5S(=O)(=O)N.OC(=O)C(F)(F)F	500
